Wed Aug 16 14:33:13 2017    profile.cprof

         133655314 function calls (133649116 primitive calls) in 433.078 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        4    0.000    0.000    0.000    0.000 _compat.py:62(<lambda>)
        1    0.000    0.000    0.000    0.000 pairs.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _internal.py:198(_getintp_ctype)
        1    0.000    0.000    0.000    0.000 random_clustered.py:3(<module>)
        1    0.000    0.000    0.000    0.000 keyword.py:11(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:239(_fileobject)
        1    0.000    0.000    0.000    0.000 tempfile.py:108(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 nx_shp.py:13(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:215(__exit__)
        1    0.000    0.000    0.000    0.000 runner.py:119(TextTestRunner)
        6    0.000    0.000    0.000    0.000 urls.py:425(<genexpr>)
        1    0.000    0.000    0.000    0.000 datastructures.py:2570(FileStorage)
        1    0.000    0.000    0.000    0.000 latin_1.py:41(getregentry)
        1    0.000    0.000    0.000    0.000 index_tricks.py:447(__init__)
        1    0.000    0.000    0.000    0.000 distance_measures.py:4(<module>)
        1    0.000    0.000    0.000    0.000 runtime.py:454(Macro)
        1    0.000    0.000    0.000    0.000 fnmatch.py:11(<module>)
        1    0.000    0.000    0.000    0.000 getlimits.py:198(iinfo)
        1    0.000    0.000    0.000    0.000 core.py:1218(Parameter)
        1    0.000    0.000    0.000    0.000 ctx.py:165(__init__)
       10    0.000    0.000    0.000    0.000 _abcoll.py:98(__subclasshook__)
        1    0.000    0.000    0.000    0.000 {method 'timetuple' of 'datetime.datetime' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:694(createLock)
        1    0.000    0.000    0.000    0.000 {method 'sub' of '_sre.SRE_Pattern' objects}
        1    0.000    0.000    0.000    0.000 dominating.py:2(<module>)
        4    0.000    0.000    0.000    0.000 __init__.py:177(_checkLevel)
        1    0.000    0.000    0.000    0.000 union_find.py:3(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:634(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:470(__init__)
        1    0.000    0.000    0.000    0.000 literals.py:4(<module>)
        1    0.000    0.000    0.000    0.000 nodes.py:393(Expr)
        2    0.000    0.000    0.000    0.000 local.py:65(__release_local__)
        1    0.000    0.000    0.000    0.000 blueprints.py:79(Blueprint)
        1    0.000    0.000    0.000    0.000 graphmatrix.py:3(<module>)
        2    0.000    0.000    0.000    0.000 {math.log}
        1    0.000    0.000    0.000    0.000 arrayterator.py:20(Arrayterator)
        2    0.000    0.000    0.000    0.000 argparse.py:287(_join_parts)
        1    0.000    0.000    0.000    0.000 projection.py:3(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:373(notify)
        1    0.000    0.000    0.000    0.000 main.py:63(TestProgram)
        1    0.000    0.000    0.000    0.000 {binascii.hexlify}
        1    0.000    0.000    0.000    0.000 urllib2.py:177(HTTPError)
        1    0.000    0.000    0.000    0.000 graph_builder.py:16(MetisHandler)
        1    0.000    0.000    0.000    0.000 datastructures.py:1342(CombinedMultiDict)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:172(AddrlistClass)
        1    0.000    0.000    0.000    0.000 commands.py:339(__init__)
        1    0.000    0.000    0.000    0.000 pkgutil.py:366(get_importer)
       29    0.000    0.000    0.000    0.000 {method '__subclasshook__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:1112(Logger)
        1    0.000    0.000    0.000    0.000 exceptions.py:86(__init__)
        1    0.000    0.000    0.000    0.000 numeric.py:3079(__init__)
        1    0.000    0.000    0.000    0.000 spectrum.py:3(<module>)
        1    0.000    0.000    0.000    0.000 ElementTree.py:171(Element)
        1    0.000    0.000    0.000    0.000 core.py:5918(mvoid)
        4    0.000    0.000    0.000    0.000 {filter}
        1    0.000    0.000    0.000    0.000 _version.py:18(NumpyVersion)
        1    0.000    0.000    0.000    0.000 xmlreader.py:276(AttributesImpl)
        1    0.000    0.000    0.000    0.000 info.py:184(<module>)
        4    0.000    0.000    0.000    0.000 datastructures.py:2307(_callback_property)
        1    0.000    0.000    0.000    0.000 info.py:86(<module>)
        1    0.000    0.000    0.000    0.000 basic.py:6(<module>)
        2    0.000    0.000    0.000    0.000 test.py:420(form_property)
        1    0.000    0.000    0.000    0.000 helpers.py:865(has_static_folder)
        1    0.000    0.000    0.000    0.000 centrality.py:7(<module>)
        1    0.000    0.000    0.000    0.000 info.py:34(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:74(HTTPException)
        1    0.000    0.000    0.000    0.000 datastructures.py:1572(Accept)
       15    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 core.py:12(<module>)
        1    0.000    0.000    0.000    0.000 block.py:7(<module>)
        1    0.000    0.000    0.000    0.000 degree_alg.py:4(<module>)
        1    0.000    0.000    0.000    0.000 datastructures.py:1226(to_wsgi_list)
        1    0.000    0.000    0.000    0.000 unweighted.py:4(<module>)
        2    0.000    0.000    0.000    0.000 local.py:54(__init__)
        1    0.000    0.000    0.000    0.000 eigenvector.py:4(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:132(__init__)
        1    0.000    0.000    0.000    0.000 dense.py:3(<module>)
        4    0.000    0.000    0.000    0.000 core.py:584(__init__)
        1    0.000    0.000    0.000    0.000 backports_abc.py:125(Coroutine)
        1    0.000    0.000    0.000    0.000 formparser.py:285(MultiPartParser)
        1    0.000    0.000    0.000    0.000 argparse.py:2112(_get_option_tuples)
        1    0.000    0.000    0.000    0.000 vitality.py:3(<module>)
        1    0.000    0.000    0.000    0.000 multigraph.py:17(MultiGraph)
        1    0.000    0.000    0.000    0.000 richclub.py:2(<module>)
        6    0.000    0.000    0.000    0.000 decorators.py:156(option)
        1    0.000    0.000    0.000    0.000 case.py:1018(FunctionTestCase)
        1    0.000    0.000    0.000    0.000 _iotools.py:154(LineSplitter)
        1    0.000    0.000    0.000    0.000 ego.py:3(<module>)
        3    0.000    0.000    0.000    0.000 warnings.py:377(__exit__)
        1    0.000    0.000    0.000    0.000 itsdangerous.py:479(Serializer)
        6    0.000    0.000    0.000    0.000 opcode.py:35(jrel_op)
        1    0.000    0.000    0.000    0.000 expanders.py:7(<module>)
        1    0.000    0.000    0.000    0.000 urllib.py:862(ftpwrapper)
       10    0.000    0.000    0.000    0.000 signals.py:28(__init__)
        1    0.000    0.000    0.000    0.000 unary.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pytree.py:351(Leaf)
        1    0.000    0.000    0.000    0.000 datastructures.py:508(items)
        1    0.000    0.000    0.000    0.000 memmap.py:20(memmap)
        1    0.000    0.000    0.000    0.000 __init__.py:656(Handler)
        1    0.000    0.000    0.000    0.000 __init__.py:1071(_fixupParents)
        1    0.000    0.000    0.000    0.000 attrmatrix.py:3(<module>)
        1    0.000    0.000    0.000    0.000 line.py:3(<module>)
        5    0.000    0.000    0.000    0.000 __init__.py:131(metaclass)
        1    0.000    0.000    0.000    0.000 smetric.py:1(<module>)
       10    0.000    0.000    0.000    0.000 graphml.py:223(<genexpr>)
        1    0.000    0.000    0.000    0.000 version.py:6(<module>)
        1    0.000    0.000    0.000    0.000 commands.py:245(__init__)
        1    0.000    0.000    0.000    0.000 urllib2.py:224(Request)
        1    0.000    0.000    0.000    0.000 decorator.py:77(FunctionMaker)
        1    0.000    0.000    0.000    0.000 loader.py:38(TestLoader)
        1    0.000    0.000    0.000    0.000 core.py:725(Command)
        1    0.000    0.000    0.000    0.000 newrange.py:30(newrange)
        1    0.000    0.000    0.000    0.000 calendar.py:259(TextCalendar)
        1    0.000    0.000    0.000    0.000 nodes.py:107(Node)
        1    0.000    0.000    0.000    0.000 nonisomorphic_trees.py:8(<module>)
        1    0.000    0.000    0.000    0.000 multidigraph.py:19(MultiDiGraph)
        1    0.000    0.000    0.000    0.000 helpers.py:721(_matching_loader_thinks_module_is_package)
        1    0.000    0.000    0.000    0.000 urlparse.py:73(ResultMixin)
        1    0.000    0.000    0.000    0.000 datastructures.py:1960(__init__)
        1    0.000    0.000    0.000    0.000 neighbor_degree.py:7(<module>)
        1    0.000    0.000    0.000    0.000 core.py:2574(MaskedIterator)
        1    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 _internal.py:68(_get_environ)
        4    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 mincost.py:4(<module>)
        1    0.000    0.000    0.000    0.000 isolate.py:4(<module>)
       17    0.000    0.000    0.000    0.000 {locals}
        1    0.000    0.000    0.000    0.000 ctypeslib.py:177(_ndptr)
        1    0.000    0.000    0.000    0.000 views.py:11(close_connection)
        5    0.000    0.000    0.000    0.000 __init__.py:377(<genexpr>)
        1    0.000    0.000    0.000    0.000 runtime.py:320(BlockReference)
        1    0.000    0.000    0.000    0.000 parser.py:191(OptionParser)
        1    0.000    0.000    0.000    0.000 ctx.py:207(RequestContext)
        1    0.000    0.000    0.000    0.000 distance_regular.py:5(<module>)
        4    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
        1    0.000    0.000    0.000    0.000 threading.py:255(_Condition)
        1    0.000    0.000    0.000    0.000 pytree.py:239(Node)
        2    0.000    0.000    0.000    0.000 {_sqlite3.register_converter}
        1    0.000    0.000    0.000    0.000 datastructures.py:141(ImmutableDictMixin)
        1    0.000    0.000    0.000    0.000 loaders.py:421(ModuleLoader)
        1    0.000    0.000    0.000    0.000 wrappers.py:92(blueprint)
        1    0.000    0.000    0.000    0.000 ssl.py:329(SSLContext)
        3    0.000    0.000    0.000    0.000 argparse.py:1692(_get_positional_actions)
        1    0.000    0.000    0.000    0.000 wrappers.py:28(Request)
        1    0.000    0.000    0.000    0.000 npyio.py:104(NpzFile)
        1    0.000    0.000    0.000    0.000 _MozillaCookieJar.py:8(MozillaCookieJar)
        6    0.000    0.000    0.000    0.000 stat.py:24(S_IFMT)
        3    0.000    0.000    0.000    0.000 utils.py:69(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:356(_FuncPtr)
        1    0.000    0.000    0.000    0.000 datastructures.py:69(ImmutableListMixin)
        1    0.000    0.000    0.000    0.000 utils.py:573(Cycler)
        1    0.000    0.000    0.000    0.000 core.py:556(BaseCommand)
        1    0.000    0.000    0.000    0.000 core.py:6305(__init__)
        4    0.000    0.000    0.000    0.000 local.py:292(__init__)
        1    0.000    0.000    0.000    0.000 httplib.py:369(HTTPResponse)
        1    0.000    0.000    0.000    0.000 loaders.py:322(PrefixLoader)
        1    0.000    0.000    0.000    0.000 core.py:6291(__init__)
        1    0.000    0.000    0.000    0.000 runner.py:28(TextTestResult)
        1    0.000    0.000    0.000    0.000 templating.py:46(DispatchingJinjaLoader)
        9    0.000    0.000    0.000    0.000 _compat.py:75(make_literal_wrapper)
        1    0.000    0.000    0.000    0.000 urllib2.py:942(AbstractDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 datastructures.py:535(values)
        1    0.000    0.000    0.000    0.000 sessions.py:294(SecureCookieSessionInterface)
        1    0.000    0.000    0.000    0.000 StringIO.py:42(StringIO)
        1    0.000    0.000    0.000    0.000 __init__.py:115(__getattr__)
        1    0.000    0.000    0.000    0.000 newlist.py:34(newlist)
        1    0.000    0.000    0.000    0.000 __init__.py:111(module)
        8    0.000    0.000    0.000    0.000 heaps.py:143(func)
        1    0.000    0.000    0.000    0.000 {time.time}
        5    0.000    0.000    0.000    0.000 datastructures.py:233(calls_update)
        5    0.000    0.000    0.000    0.000 _inspect.py:145(<lambda>)
        1    0.000    0.000    0.000    0.000 info.py:83(<module>)
        1    0.000    0.000    0.000    0.000 _datasource.py:154(DataSource)
       25    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 records.py:298(recarray)
        1    0.000    0.000    0.000    0.000 info.py:154(<module>)
        1    0.000    0.000    0.000    0.000 wrappers.py:210(__init__)
        1    0.000    0.000    0.000    0.000 cookielib.py:723(Cookie)
        1    0.000    0.000    0.000    0.000 core.py:971(_MaskedBinaryOperation)
        1    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        6    0.000    0.000    0.000    0.000 sre_parse.py:216(tell)
        8    0.000    0.000    0.000    0.000 config.py:24(__init__)
        1    0.000    0.000    0.000    0.000 difflib.py:44(SequenceMatcher)
        1    0.000    0.000    0.000    0.000 xmlreader.py:11(XMLReader)
        1    0.000    0.000    0.000    0.000 threading.py:285(__enter__)
        2    0.000    0.000    0.000    0.000 pytree.py:360(__init__)
        3    0.000    0.000    0.000    0.000 _compat.py:48(implements_iterator)
        1    0.000    0.000    0.000    0.000 idtracking.py:25(Symbols)
        1    0.000    0.000    0.000    0.000 mimetypes.py:56(MimeTypes)
        1    0.000    0.000    0.000    0.000 utils.py:1971(suppress_warnings)
        1    0.000    0.000    0.000    0.000 core.py:6230(_extrema_operation)
        1    0.000    0.000    0.000    0.000 optimizer.py:30(Optimizer)
        1    0.000    0.000    0.000    0.000 btm_matcher.py:17(BMNode)
        1    0.000    0.000    0.000    0.000 core.py:67(TupleTypedDataSpec)
        1    0.000    0.000    0.000    0.000 suite.py:16(BaseTestSuite)
        1    0.000    0.000    0.000    0.000 core.py:219(DeviceType)
        1    0.000    0.000    0.000    0.000 euler.py:4(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:383(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 {posix.uname}
        1    0.000    0.000    0.000    0.000 spectral.py:4(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:579(ImportStringError)
        1    0.000    0.000    0.000    0.000 rfc822.py:501(AddrlistClass)
        3    0.000    0.000    0.000    0.000 itsdangerous.py:262(__init__)
        1    0.000    0.000    0.000    0.000 UserDict.py:4(__init__)
        2    0.000    0.000    0.000    0.000 pytree.py:50(__new__)
        3    0.000    0.000    0.000    0.000 utils.py:52(_set_function_name)
        1    0.000    0.000    0.000    0.000 datastructures.py:1971(HeaderSet)
        1    0.000    0.000    0.000    0.000 pprint.py:84(PrettyPrinter)
        1    0.000    0.000    0.000    0.000 _internal.py:170(_DictAccessorProperty)
        4    0.000    0.000    0.000    0.000 app.py:1054(route)
        1    0.000    0.000    0.000    0.000 pgen.py:10(ParserGenerator)
        1    0.000    0.000    0.000    0.000 utils.py:54(GlobalRelabelThreshold)
        6    0.000    0.000    0.000    0.000 {numpy.core.umath.geterrobj}
        1    0.000    0.000    0.000    0.000 nosetester.py:110(NoseTester)
        1    0.000    0.000    0.000    0.000 function_base.py:2364(vectorize)
        2    0.000    0.000    0.000    0.000 core.py:1146(add_command)
        1    0.000    0.000    0.000    0.000 datastructures.py:2207(IfRange)
        1    0.000    0.000    0.000    0.000 types.py:71(CompositeParamType)
       10    0.000    0.000    0.000    0.000 routing.py:656(get_rules)
        1    0.000    0.000    0.000    0.000 ssl.py:300(_ASN1Object)
        1    0.000    0.000    0.000    0.000 core.py:279(GraphTypeReference)
        1    0.000    0.000    0.000    0.000 suite.py:252(_ErrorHolder)
        1    0.000    0.000    0.000    0.000 fixer_util.py:24(RParen)
        7    0.000    0.000    0.000    0.000 _inspect.py:144(<lambda>)
        1    0.000    0.000    0.000    0.000 branchings.py:308(Edmonds)
        1    0.000    0.000    0.000    0.000 calendar.py:376(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 _compat.py:475(_AtomicFile)
        3    0.000    0.000    0.000    0.000 wrappers.py:1761(_set_property)
        5    0.000    0.000    0.000    0.000 datastructures.py:2492(auth_property)
        1    0.000    0.000    0.000    0.000 hierarchy.py:4(<module>)
        1    0.000    0.000    0.000    0.000 argparse.py:250(add_usage)
        1    0.000    0.000    0.000    0.000 extras.py:216(_fromnxfunction)
        1    0.000    0.000    0.000    0.000 {posix.sysconf}
        1    0.000    0.000    0.000    0.000 sessions.py:25(SessionMixin)
        5    0.000    0.000    0.000    0.000 __init__.py:373(<genexpr>)
        1    0.000    0.000    0.000    0.000 utils.py:1003(SafeEval)
        1    0.000    0.000    0.000    0.000 suite.py:78(TestSuite)
        2    0.000    0.000    0.000    0.000 {posix.getcwd}
        1    0.000    0.000    0.000    0.000 local.py:89(LocalStack)
        1    0.000    0.000    0.000    0.000 routing.py:910(BaseConverter)
        1    0.000    0.000    0.000    0.000 cookielib.py:1749(FileCookieJar)
        1    0.000    0.000    0.000    0.000 commands.py:102(Command)
        1    0.000    0.000    0.000    0.000 tokenize.py:46(any)
        1    0.000    0.000    0.000    0.000 isomorphvf2.py:146(GraphMatcher)
        1    0.000    0.000    0.000    0.000 pytree.py:534(LeafPattern)
        1    0.000    0.000    0.000    0.000 __init__.py:1401(LoggerAdapter)
        1    0.000    0.000    0.000    0.000 wrappers.py:1550(ResponseStreamMixin)
        1    0.000    0.000    0.000    0.000 urllib2.py:558(HTTPRedirectHandler)
        2    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
        1    0.000    0.000    0.000    0.000 nodes.py:473(Const)
        3    0.000    0.000    0.000    0.000 core.py:805(__init__)
        1    0.000    0.000    0.000    0.000 itsdangerous.py:43(_CompactJSON)
        1    0.000    0.000    0.000    0.000 httplib.py:255(HTTPMessage)
        1    0.000    0.000    0.000    0.000 {sum}
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        1    0.000    0.000    0.000    0.000 _exceptions.py:9(SAXException)
        4    0.000    0.000    0.000    0.000 helpers.py:64(_endpoint_from_view_func)
        1    0.000    0.000    0.000    0.000 socket.py:171(_closedsocket)
        1    0.000    0.000    0.000    0.000 xmlreader.py:163(Locator)
        1    0.000    0.000    0.000    0.000 gexf.py:244(GEXFWriter)
        1    0.000    0.000    0.000    0.000 itsdangerous.py:100(BadData)
        1    0.000    0.000    0.000    0.000 helpers.py:53(<genexpr>)
        7    0.000    0.000    0.000    0.000 case.py:607(_deprecate)
        3    0.000    0.000    0.000    0.000 {method 'append' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 datastructures.py:2125(ETags)
        1    0.000    0.000    0.000    0.000 patcomp.py:43(PatternCompiler)
        1    0.000    0.000    0.000    0.000 wrappers.py:1354(AuthorizationMixin)
        1    0.000    0.000    0.000    0.000 _import_tools.py:9(PackageLoader)
        1    0.000    0.000    0.000    0.000 __init__.py:275(_MarkupEscapeHelper)
        1    0.000    0.000    0.000    0.000 decoder.py:272(JSONDecoder)
        1    0.000    0.000    0.000    0.000 _compat.py:63(implements_bool)
        1    0.000    0.000    0.000    0.000 utils.py:69(LazyFile)
        1    0.000    0.000    0.000    0.000 __config__.py:3(<module>)
        1    0.000    0.000    0.000    0.000 driver.py:29(Driver)
        1    0.000    0.000    0.000    0.000 commands.py:439(ShowUrls)
        1    0.000    0.000    0.000    0.000 helper.py:230(_FFTCache)
        1    0.000    0.000    0.000    0.000 pytree.py:639(WildcardPattern)
        1    0.000    0.000    0.000    0.000 sessions.py:138(SessionInterface)
        1    0.000    0.000    0.000    0.000 getlimits.py:25(finfo)
        1    0.000    0.000    0.000    0.000 loaders.py:376(ChoiceLoader)
        3    0.000    0.000    0.000    0.000 __init__.py:101(CFunctionType)
        1    0.000    0.000    0.000    0.000 urllib.py:1014(addinfourl)
        1    0.000    0.000    0.000    0.000 exceptions.py:14(TemplateError)
        1    0.000    0.000    0.000    0.000 random.py:805(SystemRandom)
        2    0.000    0.000    0.000    0.000 tokenize.py:50(maybe)
        1    0.000    0.000    0.000    0.000 wrappers.py:1340(UserAgentMixin)
        1    0.000    0.000    0.000    0.000 threading.py:300(_is_owned)
        1    0.000    0.000    0.000    0.000 wrappers.py:1800(WWWAuthenticateMixin)
        3    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        1    0.000    0.000    0.000    0.000 index_tricks.py:525(ndindex)
        3    0.000    0.000    0.000    0.000 routing.py:916(__init__)
        5    0.000    0.000    0.000    0.000 {method 'acquire' of 'thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {_ctypes.set_conversion_mode}
        1    0.000    0.000    0.000    0.000 core.py:898(MultiCommand)
        1    0.000    0.000    0.000    0.000 datastructures.py:1110(__iter__)
        1    0.000    0.000    0.000    0.000 idtracking.py:197(FrameSymbolVisitor)
        1    0.000    0.000    0.000    0.000 utils.py:1638(WarningManager)
        1    0.000    0.000    0.000    0.000 argparse.py:836(__call__)
        1    0.000    0.000    0.000    0.000 _datasource.py:504(Repository)
        1    0.000    0.000    0.000    0.000 argparse.py:934(_AppendConstAction)
        2    0.000    0.000    0.000    0.000 __init__.py:1346(getEffectiveLevel)
        1    0.000    0.000    0.000    0.000 npyio.py:40(BagObj)
        9    0.000    0.000    0.000    0.000 filters.py:47(environmentfilter)
        1    0.000    0.000    0.000    0.000 graphml.py:232(GraphMLWriter)
        1    0.000    0.000    0.000    0.000 types.py:128(Choice)
        1    0.000    0.000    0.000    0.000 sessions.py:79(TaggedJSONSerializer)
        1    0.000    0.000    0.000    0.000 commands.py:157(description)
        1    0.000    0.000    0.000    0.000 case.py:98(_AssertRaisesContext)
        1    0.000    0.000    0.000    0.000 config.py:40(Config)
        1    0.000    0.000    0.000    0.000 routing.py:252(BuildError)
        1    0.000    0.000    0.000    0.000 argparse.py:1518(_MutuallyExclusiveGroup)
        2    0.000    0.000    0.000    0.000 argparse.py:2277(_check_value)
        1    0.000    0.000    0.000    0.000 datastructures.py:191(ImmutableMultiDictMixin)
        1    0.000    0.000    0.000    0.000 cookielib.py:821(CookiePolicy)
        3    0.000    0.000    0.000    0.000 __init__.py:491(CFunctionType)
        1    0.000    0.000    0.000    0.000 copy_reg.py:27(constructor)
        1    0.000    0.000    0.000    0.000 branchings.py:218(MultiDiGraph_EdgeKey)
        1    0.000    0.000    0.000    0.000 machar.py:17(MachAr)
        1    0.000    0.000    0.000    0.000 test.py:494(server_port)
        1    0.000    0.000    0.000    0.000 lexer.py:414(Lexer)
        1    0.000    0.000    0.000    0.000 code.py:28(InteractiveInterpreter)
        1    0.000    0.000    0.000    0.000 __init__.py:74(_patch_async)
        2    0.000    0.000    0.000    0.000 index_tricks.py:647(__init__)
        1    0.000    0.000    0.000    0.000 types.py:445(Tuple)
        1    0.000    0.000    0.000    0.000 local.py:171(LocalManager)
        1    0.000    0.000    0.000    0.000 algebraicconnectivity.py:47(_PCGSolver)
        1    0.000    0.000    0.000    0.000 boundary.py:10(<module>)
        1    0.000    0.000    0.000    0.000 routing.py:1611(get_default_redirect)
        1    0.000    0.000    0.000    0.000 types.py:264(File)
        1    0.000    0.000    0.000    0.000 index_tricks.py:223(AxisConcatenator)
        1    0.000    0.000    0.000    0.000 urllib2.py:1115(AbstractHTTPHandler)
        1    0.000    0.000    0.000    0.000 case.py:34(_ExpectedFailure)
        2    0.000    0.000    0.000    0.000 {_struct.unpack}
        1    0.000    0.000    0.000    0.000 signals.py:21(_FakeSignal)
        1    0.000    0.000    0.000    0.000 db_builder.py:872(Field)
        1    0.000    0.000    0.000    0.000 __init__.py:216(_MagicFormatMapping)
        1    0.000    0.000    0.000    0.000 xmlreader.py:187(InputSource)
        1    0.000    0.000    0.000    0.000 httplib.py:1379(LineAndFileWrapper)
        1    0.000    0.000    0.000    0.000 cli.py:284(FlaskGroup)
        1    0.000    0.000    0.000    0.000 _datasource.py:50(_FileOpeners)
        1    0.000    0.000    0.000    0.000 httplib.py:1153(HTTP)
        1    0.000    0.000    0.000    0.000 threading.py:552(_Event)
        1    0.000    0.000    0.000    0.000 __init__.py:138(__call__)
        1    0.000    0.000    0.000    0.000 sessions.py:123(NullSession)
        1    0.000    0.000    0.000    0.000 newdict.py:37(newdict)
        1    0.000    0.000    0.000    0.000 index_tricks.py:87(nd_grid)
        1    0.000    0.000    0.000    0.000 urllib2.py:1327(FileHandler)
        1    0.000    0.000    0.000    0.000 test.py:481(_set_args)
        1    0.000    0.000    0.000    0.000 arrayprint.py:542(FloatFormat)
        1    0.000    0.000    0.000    0.000 datastructures.py:1724(MIMEAccept)
        1    0.000    0.000    0.000    0.000 core.py:2357(_MaskedPrintOption)
        1    0.000    0.000    0.000    0.000 graphml.py:384(GraphMLReader)
        1    0.000    0.000    0.000    0.000 httplib.py:1249(HTTPSConnection)
        2    0.000    0.000    0.000    0.000 core.py:41(_check_multicommand)
        1    0.000    0.000    0.000    0.000 environment.py:1138(TemplateModule)
        1    0.000    0.000    0.000    0.000 core.py:1420(Option)
        1    0.000    0.000    0.000    0.000 difflib.py:1670(HtmlDiff)
        1    0.000    0.000    0.000    0.000 newnext.py:37(<module>)
        1    0.000    0.000    0.000    0.000 pkgutil.py:273(is_package)
        2    0.000    0.000    0.000    0.000 {strop.maketrans}
        1    0.000    0.000    0.000    0.000 ElementTree.py:605(ElementTree)
        2    0.000    0.000    0.000    0.000 {_json.encode_basestring_ascii}
        1    0.000    0.000    0.000    0.000 random.py:655(WichmannHill)
        1    0.000    0.000    0.000    0.000 datastructures.py:1522(copy)
        1    0.000    0.000    0.000    0.000 itsdangerous.py:255(HMACAlgorithm)
        1    0.000    0.000    0.000    0.000 environment.py:1190(TemplateStream)
        1    0.000    0.000    0.000    0.000 datastructures.py:2238(Range)
        1    0.000    0.000    0.000    0.000 _compat.py:58(<lambda>)
        1    0.000    0.000    0.000    0.000 io.py:69(IOBase)
        1    0.000    0.000    0.000    0.000 parser.py:115(Option)
        1    0.000    0.000    0.000    0.000 numbers.py:270(Rational)
        1    0.000    0.000    0.000    0.000 urllib2.py:1439(CacheFTPHandler)
        1    0.000    0.000    0.000    0.000 core.py:1684(Argument)
        1    0.000    0.000    0.000    0.000 encoder.py:101(__init__)
        3    0.000    0.000    0.000    0.000 pkgutil.py:265(_fix_name)
        1    0.000    0.000    0.000    0.000 test.py:489(server_name)
        1    0.000    0.000    0.000    0.000 helpers.py:799(locked_cached_property)
        1    0.000    0.000    0.000    0.000 argparse.py:1180(_ActionsContainer)
        1    0.000    0.000    0.000    0.000 _datasource.py:74(__init__)
        5    0.000    0.000    0.000    0.000 filters.py:36(evalcontextfilter)
        1    0.000    0.000    0.000    0.000 encoder.py:70(JSONEncoder)
        2    0.000    0.000    0.000    0.000 graph_builder.py:159(number_of_nodes)
        1    0.000    0.000    0.000    0.000 urllib2.py:336(OpenerDirector)
        1    0.000    0.000    0.000    0.000 records.py:215(record)
        2    0.000    0.000    0.000    0.000 decorators.py:92(command)
        1    0.000    0.000    0.000    0.000 threading.py:288(__exit__)
        1    0.000    0.000    0.000    0.000 calendar.py:21(IllegalMonthError)
        3    0.000    0.000    0.000    0.000 core.py:866(__init__)
        1    0.000    0.000    0.000    0.000 itsdangerous.py:272(Signer)
        1    0.000    0.000    0.000    0.000 wrappers.py:1509(ResponseStream)
        1    0.000    0.000    0.000    0.000 __init__.py:1015(__init__)
        2    0.000    0.000    0.000    0.000 tokenize.py:47(maybe)
        1    0.000    0.000    0.000    0.000 argparse.py:1027(_ChoicesPseudoAction)
        1    0.000    0.000    0.000    0.000 graph_builder.py:149(GraphBuilder)
        1    0.000    0.000    0.000    0.000 index_tricks.py:475(ndenumerate)
        2    0.000    0.000    0.000    0.000 backports_abc.py:24(get_mro)
        1    0.000    0.000    0.000    0.000 utils.py:1906(clear_and_catch_warnings)
        1    0.000    0.000    0.000    0.000 __init__.py:215(_patch_argparser)
        7    0.000    0.000    0.000    0.000 __future__.py:75(__init__)
        1    0.000    0.000    0.000    0.000 mimetools.py:20(Message)
        1    0.000    0.000    0.000    0.000 datastructures.py:1259(ImmutableHeadersMixin)
        1    0.000    0.000    0.000    0.000 greedy_coloring_with_interchange.py:7(Node)
        1    0.000    0.000    0.000    0.000 load_xml.py:18(XMLSyntaxError)
