Wed Aug 16 14:33:13 2017    profile.cprof

         133655314 function calls (133649116 primitive calls) in 433.078 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 refactor.py:46(_EveryNode)
        1    0.000    0.000    0.000    0.000 <decorator-gen-51>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-216>:1(<module>)
        1    0.000    0.000    0.000    0.000 urllib2.py:842(HTTPPasswordMgrWithDefaultRealm)
        1    0.000    0.000    0.000    0.000 exceptions.py:137(SecurityError)
        1    0.000    0.000    0.000    0.000 datastructures.py:267(TypeConversionDict)
        1    0.000    0.000    0.000    0.000 nodes.py:315(If)
        1    0.000    0.000    0.000    0.000 _iotools.py:452(ConverterLockError)
        1    0.000    0.000    0.000    0.000 <decorator-gen-103>:1(<module>)
        1    0.000    0.000    0.000    0.000 unicode_escape.py:28(StreamWriter)
        1    0.000    0.000    0.000    0.000 types.py:106(StringParamType)
        1    0.000    0.000    0.000    0.000 <decorator-gen-44>:1(<module>)
        1    0.000    0.000    0.000    0.000 parser.py:163(Argument)
        1    0.000    0.000    0.000    0.000 decimal.py:5673(_Log10Memoize)
        1    0.000    0.000    0.000    0.000 httplib.py:1282(HTTPS)
        1    0.000    0.000    0.000    0.000 datastructures.py:306(ImmutableTypeConversionDict)
        3    0.000    0.000    0.000    0.000 {sys.getdefaultencoding}
        1    0.000    0.000    0.000    0.000 pytree.py:827(NegatedPattern)
        1    0.000    0.000    0.000    0.000 core.py:821(_DomainTan)
        1    0.000    0.000    0.000    0.000 test.py:168(_TestCookieJar)
        1    0.000    0.000    0.000    0.000 nodes.py:741(Operand)
        1    0.000    0.000    0.000    0.000 newint.py:22(BaseNewInt)
        1    0.000    0.000    0.000    0.000 tokenize.py:148(StopTokenizing)
        1    0.000    0.000    0.000    0.000 __init__.py:401(suspend_hooks)
        1    0.000    0.000    0.000    0.000 nodes.py:563(Keyword)
        1    0.000    0.000    0.000    0.000 <decorator-gen-90>:1(<module>)
        1    0.000    0.000    0.000    0.000 backports_abc.py:90(<lambda>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-60>:1(<module>)
        1    0.000    0.000    0.000    0.000 {method '__exit__' of 'thread.lock' objects}
        1    0.000    0.000    0.000    0.000 <decorator-gen-213>:1(<module>)
        1    0.000    0.000    0.000    0.000 datastructures.py:1779(LanguageAccept)
        1    0.000    0.000    0.000    0.000 <decorator-gen-179>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-95>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-141>:1(<module>)
        1    0.000    0.000    0.000    0.000 events.py:56(SendEvent)
        1    0.000    0.000    0.000    0.000 <decorator-gen-64>:1(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:173(BadArgumentUsage)
        1    0.000    0.000    0.000    0.000 <decorator-gen-68>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-91>:1(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:547(BadGateway)
        1    0.000    0.000    0.000    0.000 __init__.py:235(c_char)
        1    0.000    0.000    0.000    0.000 isomorphvf2.py:779(GMState)
        1    0.000    0.000    0.000    0.000 httplib.py:1327(UnknownProtocol)
        1    0.000    0.000    0.000    0.000 <decorator-gen-53>:1(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:106(header_property)
        1    0.000    0.000    0.000    0.000 nodes.py:299(Extends)
        1    0.000    0.000    0.000    0.000 <decorator-gen-84>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-24>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-37>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-137>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-56>:1(<module>)
        1    0.000    0.000    0.000    0.000 bccache.py:291(MemcachedBytecodeCache)
        1    0.000    0.000    0.000    0.000 <string>:22(ElementTree)
        1    0.000    0.000    0.000    0.000 <decorator-gen-176>:1(<module>)
        1    0.000    0.000    0.000    0.000 types.py:234(FloatParamType)
        1    0.000    0.000    0.000    0.000 exceptions.py:384(RequestURITooLarge)
        1    0.000    0.000    0.000    0.000 __init__.py:248(EscapeFormatter)
        1    0.000    0.000    0.000    0.000 <decorator-gen-132>:1(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:488(TooManyRequests)
        1    0.000    0.000    0.000    0.000 __init__.py:186(c_int)
        1    0.000    0.000    0.000    0.000 getpass.py:23(GetPassWarning)
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 argparse.py:651(ArgumentDefaultsHelpFormatter)
        1    0.000    0.000    0.000    0.000 <decorator-gen-5>:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:829(__init__)
        1    0.000    0.000    0.000    0.000 <decorator-gen-186>:1(<module>)
        1    0.000    0.000    0.000    0.000 nodes.py:641(Test)
        1    0.000    0.000    0.000    0.000 _exceptions.py:105(SAXNotRecognizedException)
        1    0.000    0.000    0.000    0.000 {method '__enter__' of 'thread.lock' objects}
        1    0.000    0.000    0.000    0.000 <decorator-gen-180>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-0>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-199>:1(<module>)
        1    0.000    0.000    0.000    0.000 compiler.py:212(UndeclaredNameVisitor)
        1    0.000    0.000    0.000    0.000 <decorator-gen-119>:1(<module>)
        1    0.000    0.000    0.000    0.000 _globals.py:56(_NoValue)
        1    0.000    0.000    0.000    0.000 <decorator-gen-167>:1(<module>)
        1    0.000    0.000    0.000    0.000 httplib.py:1316(HTTPException)
        1    0.000    0.000    0.000    0.000 exceptions.py:371(RequestEntityTooLarge)
        1    0.000    0.000    0.000    0.000 unicode_escape.py:31(StreamReader)
        1    0.000    0.000    0.000    0.000 core.py:188(MessageType)
        1    0.000    0.000    0.000    0.000 <decorator-gen-113>:1(<module>)
        1    0.000    0.000    0.000    0.000 nodes.py:378(ExprStmt)
        1    0.000    0.000    0.000    0.000 httplib.py:1335(UnimplementedFileMode)
        1    0.000    0.000    0.000    0.000 core.py:130(MAError)
        1    0.000    0.000    0.000    0.000 <decorator-gen-116>:1(<module>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:765(_typedict)
        1    0.000    0.000    0.000    0.000 shutil.py:38(ExecError)
        1    0.000    0.000    0.000    0.000 argparse.py:640(RawTextHelpFormatter)
        1    0.000    0.000    0.000    0.000 {_elementtree.Element}
        1    0.000    0.000    0.000    0.000 exceptions.py:576(GatewayTimeout)
        2    0.000    0.000    0.000    0.000 core.py:882(__init__)
        1    0.000    0.000    0.000    0.000 decimal.py:183(Clamped)
        1    0.000    0.000    0.000    0.000 flow_matrix.py:110(CGInverseLaplacian)
        1    0.000    0.000    0.000    0.000 decimal.py:272(Inexact)
        1    0.000    0.000    0.000    0.000 <decorator-gen-105>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-184>:1(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:119(TemplateAssertionError)
        1    0.000    0.000    0.000    0.000 <decorator-gen-31>:1(<module>)
        1    0.000    0.000    0.000    0.000 polynomial.py:22(RankWarning)
        1    0.000    0.000    0.000    0.000 <decorator-gen-42>:1(<module>)
        1    0.000    0.000    0.000    0.000 polyutils.py:58(RankWarning)
        1    0.000    0.000    0.000    0.000 <decorator-gen-89>:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:764(setFormatter)
        1    0.000    0.000    0.000    0.000 <decorator-gen-47>:1(<module>)
        1    0.000    0.000    0.000    0.000 commands.py:74(Option)
        1    0.000    0.000    0.000    0.000 decimal.py:195(InvalidOperation)
        1    0.000    0.000    0.000    0.000 exceptions.py:469(PreconditionRequired)
        1    0.000    0.000    0.000    0.000 shutil.py:34(SpecialFileError)
        1    0.000    0.000    0.000    0.000 _distributor_init.py:10(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:562(ServiceUnavailable)
        1    0.000    0.000    0.000    0.000 core.py:312(DeviceInstance)
        1    0.000    0.000    0.000    0.000 types.py:248(UUIDParameterType)
        1    0.000    0.000    0.000    0.000 polyutils.py:66(PolyDomainError)
        1    0.000    0.000    0.000    0.000 <decorator-gen-46>:1(<module>)
        1    0.000    0.000    0.000    0.000 nodes.py:722(Compare)
        1    0.000    0.000    0.000    0.000 ElementTree.py:138(ParseError)
        1    0.000    0.000    0.000    0.000 <decorator-gen-168>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-75>:1(<module>)
        1    0.000    0.000    0.000    0.000 nodes.py:349(Block)
        1    0.000    0.000    0.000    0.000 exceptions.py:283(NotAcceptable)
        1    0.000    0.000    0.000    0.000 <decorator-gen-94>:1(<module>)
        1    0.000    0.000    0.000    0.000 nodes.py:388(AssignBlock)
        1    0.000    0.000    0.000    0.000 events.py:73(RecvEvent)
        1    0.000    0.000    0.000    0.000 decimal.py:284(InvalidContext)
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 core.py:3(GraphDescriptionError)
        1    0.000    0.000    0.000    0.000 threading.py:1088(_set_daemon)
        1    0.000    0.000    0.000    0.000 <decorator-gen-148>:1(<module>)
        1    0.000    0.000    0.000    0.000 wrappers.py:1830(PlainRequest)
        1    0.000    0.000    0.000    0.000 <decorator-gen-157>:1(<module>)
        1    0.000    0.000    0.000    0.000 nodes.py:543(Dict)
        1    0.000    0.000    0.000    0.000 threading.py:515(_BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 <string>:112(PIProxy)
        1    0.000    0.000    0.000    0.000 exceptions.py:397(UnsupportedMediaType)
        1    0.000    0.000    0.000    0.000 nodes.py:354(Include)
        1    0.000    0.000    0.000    0.000 __init__.py:291(c_wchar)
        1    0.000    0.000    0.000    0.000 <decorator-gen-29>:1(<module>)
        1    0.000    0.000    0.000    0.000 nodes.py:904(Continue)
        1    0.000    0.000    0.000    0.000 commands.py:168(get_options)
        1    0.000    0.000    0.000    0.000 exception.py:45(NetworkXNoCycle)
        1    0.000    0.000    0.000    0.000 <decorator-gen-151>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-222>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:268(ContextManager)
        1    0.000    0.000    0.000    0.000 <decorator-gen-210>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-129>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-158>:1(<module>)
        1    0.000    0.000    0.000    0.000 httplib.py:1361(ResponseNotReady)
        1    0.000    0.000    0.000    0.000 _exceptions.py:115(SAXNotSupportedException)
        1    0.000    0.000    0.000    0.000 pgen.py:7(PgenGrammar)
        1    0.000    0.000    0.000    0.000 argparse.py:1153(Namespace)
        1    0.000    0.000    0.000    0.000 <decorator-gen-28>:1(<module>)
        1    0.000    0.000    0.000    0.000 nodes.py:335(FilterBlock)
        1    0.000    0.000    0.000    0.000 __init__.py:891(FileHandler)
        1    0.000    0.000    0.000    0.000 routing.py:361(Submount)
        1    0.000    0.000    0.000    0.000 _exceptions.py:125(SAXReaderNotAvailable)
        1    0.000    0.000    0.000    0.000 posixpath.py:44(normcase)
        1    0.000    0.000    0.000    0.000 <decorator-gen-124>:1(<module>)
        1    0.000    0.000    0.000    0.000 exception.py:49(NetworkXUnbounded)
        1    0.000    0.000    0.000    0.000 nodes.py:928(ScopedEvalContextModifier)
        1    0.000    0.000    0.000    0.000 exceptions.py:204(BadHost)
        1    0.000    0.000    0.000    0.000 loaders.py:138(FileSystemLoader)
        1    0.000    0.000    0.000    0.000 <decorator-gen-188>:1(<module>)
        1    0.000    0.000    0.000    0.000 nodes.py:676(Getattr)
        1    0.000    0.000    0.000    0.000 nodes.py:778(Mod)
        1    0.000    0.000    0.000    0.000 pgen.py:337(NFAState)
        1    0.000    0.000    0.000    0.000 exceptions.py:195(SecurityError)
        1    0.000    0.000    0.000    0.000 <decorator-gen-177>:1(<module>)
        1    0.000    0.000    0.000    0.000 extras.py:327(_fromnxfunction_allargs)
        1    0.000    0.000    0.000    0.000 argparse.py:1109(FileType)
        1    0.000    0.000    0.000    0.000 itsdangerous.py:157(BadTimeSignature)
        1    0.000    0.000    0.000    0.000 loaders.py:417(_TemplateModule)
        1    0.000    0.000    0.000    0.000 <decorator-gen-86>:1(<module>)
        1    0.000    0.000    0.000    0.000 {method 'upper' of 'unicode' objects}
        1    0.000    0.000    0.000    0.000 pickle.py:69(UnpicklingError)
        1    0.000    0.000    0.000    0.000 <decorator-gen-104>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-25>:1(<module>)
        1    0.000    0.000    0.000    0.000 compiler.py:189(VisitorExit)
        1    0.000    0.000    0.000    0.000 <decorator-gen-99>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-145>:1(<module>)
        1    0.000    0.000    0.000    0.000 urllib2.py:735(ProxyHandler)
        1    0.000    0.000    0.000    0.000 exceptions.py:455(UnprocessableEntity)
        1    0.000    0.000    0.000    0.000 urllib2.py:554(HTTPDefaultErrorHandler)
        1    0.000    0.000    0.000    0.000 <decorator-gen-134>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-40>:1(<module>)
        1    0.000    0.000    0.000    0.000 latin_1.py:31(StreamReader)
        1    0.000    0.000    0.000    0.000 nodes.py:756(Div)
        1    0.000    0.000    0.000    0.000 nodes.py:864(MarkSafe)
        1    0.000    0.000    0.000    0.000 exceptions.py:228(Forbidden)
        1    0.000    0.000    0.000    0.000 case.py:45(_UnexpectedSuccess)
        1    0.000    0.000    0.000    0.000 exceptions.py:143(FilterArgumentError)
        1    0.000    0.000    0.000    0.000 argparse.py:960(_CountAction)
        1    0.000    0.000    0.000    0.000 exception.py:53(NetworkXNotImplemented)
        1    0.000    0.000    0.000    0.000 <decorator-gen-14>:1(<module>)
        1    0.000    0.000    0.000    0.000 decimal.py:298(Rounded)
        1    0.000    0.000    0.000    0.000 nodes.py:761(FloorDiv)
        1    0.000    0.000    0.000    0.000 __init__.py:288(c_wchar_p)
        1    0.000    0.000    0.000    0.000 <decorator-gen-78>:1(<module>)
        1    0.000    0.000    0.000    0.000 events.py:44(MessageEvent)
        1    0.000    0.000    0.000    0.000 <decorator-gen-49>:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:190(c_uint)
        1    0.000    0.000    0.000    0.000 decimal.py:234(DivisionByZero)
